#Software: Microsoft Internet Information Services 8.0
#Version: 1.0
#Date: 2020-06-29 07:35:42
#Fields: date time s-sitename s-computername s-ip cs-method cs-uri-stem cs-uri-query s-port cs-username c-ip cs(User-Agent) cs(Referer) cs-host sc-status sc-substatus sc-win32-status sc-bytes cs-bytes time-taken
2020-06-29 13:53:12 W3SVC1222 JASMINE 143.95.251.7 GET /wp-login.php - 80 - 2.56.180.59 Mozilla/5.0+(Windows+NT+6.0;+rv:34.0)+Gecko/20100101+Firefox/34.0 - elainesamworth.org 200 0 0 1731 180 531
2020-06-29 13:53:12 W3SVC1222 JASMINE 143.95.251.7 POST /wp-login.php - 80 - 2.56.180.59 Mozilla/5.0+(Windows+NT+6.0;+rv:34.0)+Gecko/20100101+Firefox/34.0 http://elainesamworth.org/wp-login.php elainesamworth.org 200 0 0 2159 474 484
2020-06-29 13:54:34 W3SVC1222 JASMINE 143.95.251.7 GET /wp-login.php - 80 - 46.188.121.143 Mozilla/5.0+(Windows+NT+6.0;+rv:34.0)+Gecko/20100101+Firefox/34.0 - elainesamworth.org 200 0 0 1731 180 1578
2020-06-29 13:54:34 W3SVC1222 JASMINE 143.95.251.7 POST /wp-login.php - 80 - 46.188.121.143 Mozilla/5.0+(Windows+NT+6.0;+rv:34.0)+Gecko/20100101+Firefox/34.0 http://elainesamworth.org/wp-login.php elainesamworth.org 200 0 0 2159 483 468
2020-06-29 13:54:35 W3SVC1222 JASMINE 143.95.251.7 POST /wp-cron.php doing_wp_cron=1593438873.3197510242462158203125 80 - 143.95.251.7 WordPress/4.9.15;+http://elainesamworth.org http://elainesamworth.org/wp-cron.php?doing_wp_cron=1593438873.3197510242462158203125 elainesamworth.org 200 0 64 0 389 3156
2020-06-29 13:57:41 W3SVC1222 JASMINE 143.95.251.7 GET /wp-login.php - 80 - 185.155.112.154 Mozilla/5.0+(Windows+NT+6.0;+rv:34.0)+Gecko/20100101+Firefox/34.0 - elainesamworth.org 200 0 0 1731 180 468
2020-06-29 13:57:41 W3SVC1222 JASMINE 143.95.251.7 POST /wp-login.php - 80 - 185.155.112.154 Mozilla/5.0+(Windows+NT+6.0;+rv:34.0)+Gecko/20100101+Firefox/34.0 http://elainesamworth.org/wp-login.php elainesamworth.org 200 0 0 2159 476 437
#Software: Microsoft Internet Information Services 8.0
#Version: 1.0
#Date: 2020-06-29 14:14:25
#Fields: date time s-sitename s-computername s-ip cs-method cs-uri-stem cs-uri-query s-port cs-username c-ip cs(User-Agent) cs(Referer) cs-host sc-status sc-substatus sc-win32-status sc-bytes cs-bytes time-taken
2020-06-29 14:14:25 W3SVC1222 JASMINE 143.95.251.7 GET /wp-login.php - 80 - 37.79.152.90 Mozilla/5.0+(Windows+NT+6.0;+rv:34.0)+Gecko/20100101+Firefox/34.0 - elainesamworth.org 200 0 0 1731 180 3093
2020-06-29 14:14:25 W3SVC1222 JASMINE 143.95.251.7 POST /wp-login.php - 80 - 37.79.152.90 Mozilla/5.0+(Windows+NT+6.0;+rv:34.0)+Gecko/20100101+Firefox/34.0 http://elainesamworth.org/wp-login.php elainesamworth.org 200 0 0 2159 485 499
2020-06-29 14:15:30 W3SVC1222 JASMINE 143.95.251.7 GET /wp-login.php - 80 - 81.5.67.170 Mozilla/5.0+(Windows+NT+6.0;+rv:34.0)+Gecko/20100101+Firefox/34.0 - elainesamworth.org 200 0 0 1731 180 437
2020-06-29 14:15:30 W3SVC1222 JASMINE 143.95.251.7 POST /wp-login.php - 80 - 81.5.67.170 Mozilla/5.0+(Windows+NT+6.0;+rv:34.0)+Gecko/20100101+Firefox/34.0 http://elainesamworth.org/wp-login.php elainesamworth.org 200 0 0 2159 475 437
2020-06-29 14:15:34 W3SVC1222 JASMINE 143.95.251.7 GET /wp-login.php - 80 - 85.174.206.53 Mozilla/5.0+(Windows+NT+6.0;+rv:34.0)+Gecko/20100101+Firefox/34.0 - elainesamworth.org 200 0 0 1731 180 468
2020-06-29 14:15:34 W3SVC1222 JASMINE 143.95.251.7 POST /wp-login.php - 80 - 85.174.206.53 Mozilla/5.0+(Windows+NT+6.0;+rv:34.0)+Gecko/20100101+Firefox/34.0 http://elainesamworth.org/wp-login.php elainesamworth.org 200 0 0 2159 484 499
2020-06-29 14:22:26 W3SVC1222 JASMINE 143.95.251.7 GET /wp-login.php - 80 - 45.14.20.2 Mozilla/5.0+(Windows+NT+6.0;+rv:34.0)+Gecko/20100101+Firefox/34.0 - elainesamworth.org 200 0 0 1731 180 843
